persona_id,item_id,condition,ai_answer_correct,explanation_correct,jurisdiction_match,num_statutes,answer_raw,answer_binary,human_accuracy,agreement,usefulness_raw,usefulness_num,model,temperature,prompt_version,timestamp,raw_response
P002,3474,structured,0,0,0,4,Likely no,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:18:43,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P002,3590,concise,1,1,0,1,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:18:45,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P002,4533,concise,1,1,1,4,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:18:47,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P002,6142,concise,0,1,0,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:18:49,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P002,1001,concise,1,0,0,4,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:18:50,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P002,1449,concise,0,0,0,4,No,0,1,0,Slightly useful,2,claude-sonnet-5,,v1,2026-09-14T18:18:52,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P002,151,concise,1,0,0,2,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:18:55,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P002,6052,no_xai,0,,0,2,Yes,1,1,0,,,claude-sonnet-5,,v1,2026-09-14T18:18:57,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,3475,no_xai,1,,0,4,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:18:59,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,479,no_xai,1,,0,5,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:01,"{""Q1.answer"":""Yes"",""Q2.usefulness"":null}"
P002,1096,no_xai,1,,0,8,No,0,0,0,,,claude-sonnet-5,,v1,2026-09-14T18:19:02,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P002,7696,no_xai,0,,0,3,No,0,1,0,,,claude-sonnet-5,,v1,2026-09-14T18:19:04,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P002,2293,no_xai,1,,0,5,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:05,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,1001,no_xai,1,,0,4,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:07,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,1449,no_xai,0,,0,4,No,0,1,0,,,claude-sonnet-5,,v1,2026-09-14T18:19:09,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P003,4533,no_xai,1,,1,4,No,0,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:10,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P003,6142,no_xai,0,,0,4,Likely no,0,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:12,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
P003,151,no_xai,1,,0,2,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:14,"{""Q1.answer"":""Yes"",""Q2.usefulness"":null}"
P003,3590,no_xai,1,,0,1,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:15,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,1460,concise,0,1,0,4,Likely yes,1,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:19:17,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P003,8458,concise,1,1,1,1,No,0,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:19:18,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P003,158,concise,1,1,0,2,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:20,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,2294,concise,1,1,0,3,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:21,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,3474,concise,0,0,0,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:19:23,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P003,1453,concise,1,0,0,9,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:24,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P003,479,structured,1,1,0,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:26,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:28,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,2293,structured,1,1,0,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:30,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,1096,structured,1,0,0,8,No,0,0,0,Slightly useful,2,claude-sonnet-5,,v1,2026-09-14T18:19:32,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P003,6052,structured,0,0,0,2,Likely yes,1,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:19:33,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P003,7696,structured,0,1,0,3,No,0,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:19:35,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P004,6052,structured,0,0,0,2,Likely yes,1,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:19:37,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P004,1096,structured,1,0,0,8,No,0,0,0,Slightly useful,2,claude-sonnet-5,,v1,2026-09-14T18:19:38,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P004,479,structured,1,1,0,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:40,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:42,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,7696,structured,0,1,1,3,No,0,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:19:43,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P004,2293,structured,1,1,0,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:45,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,4533,no_xai,1,,0,4,No,0,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:47,"{""Q1.answer"":""No"",""Q2.usefulness"":null}"
P004,1449,no_xai,0,,0,4,No,0,1,0,,,claude-sonnet-5,,v1,2026-09-14T18:19:48,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P004,3590,no_xai,1,,1,1,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:50,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,6142,no_xai,0,,0,4,No,0,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:51,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P004,151,no_xai,1,,0,2,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:53,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,1001,no_xai,1,,1,4,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:19:54,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,2294,concise,1,1,0,3,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:56,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,158,concise,1,1,0,2,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:57,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,1453,concise,1,0,0,9,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:19:59,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,1460,concise,0,1,0,4,Likely yes,1,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:01,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P004,8458,concise,1,1,0,1,No,0,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:03,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P004,3474,concise,0,0,0,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:05,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P005,151,concise,1,0,0,2,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:06,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P005,4533,concise,1,1,0,4,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:08,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,6142,concise,0,1,0,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:09,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P005,1449,concise,0,0,0,4,No,0,1,0,Slightly useful,2,claude-sonnet-5,,v1,2026-09-14T18:20:11,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P005,3590,concise,1,1,0,1,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:13,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P005,1001,concise,1,0,0,4,Likely yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:14,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P005,3474,structured,0,0,0,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:16,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P005,1460,structured,0,1,0,4,Yes,1,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:18,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P005,2294,structured,1,1,1,3,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:19,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,158,structured,1,1,1,2,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:21,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P005,8458,structured,1,1,0,1,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:22,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,1453,structured,1,0,0,9,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:24,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,7696,no_xai,0,,0,3,No,0,1,0,,,claude-sonnet-5,,v1,2026-09-14T18:20:26,"{""Q1.answer"":""No"",""Q2.usefulness"":null}"
P005,3475,no_xai,1,,0,4,Likely no,0,0,0,,,claude-sonnet-5,,v1,2026-09-14T18:20:27,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
P005,2293,no_xai,1,,1,5,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:20:29,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P005,479,no_xai,1,,1,5,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:20:30,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P005,1096,no_xai,1,,0,8,Likely no,0,0,0,,,claude-sonnet-5,,v1,2026-09-14T18:20:32,"{""Q1.answer"":""Likely no"",""Q2.usefulness"":null}"
P005,6052,no_xai,0,,1,2,No,0,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:20:33,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P006,2293,concise,1,1,0,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:35,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,7696,concise,0,1,0,3,No,0,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:36,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P006,1096,concise,1,0,1,8,Likely no,0,0,0,Slightly useful,2,claude-sonnet-5,,v1,2026-09-14T18:20:38,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Slightly useful""}"
P006,3475,concise,1,1,0,4,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:40,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,6052,concise,0,0,0,2,Likely no,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:42,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P006,479,concise,1,1,0,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:44,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,4533,structured,1,1,0,4,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:20:45,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P006,6142,structured,0,1,1,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:47,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P006,3590,structured,1,1,0,1,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:48,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P006,151,structured,1,0,0,2,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:50,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P006,1001,structured,1,0,0,4,Likely yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:20:51,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P006,1449,structured,0,0,0,4,No,0,1,0,Slightly useful,2,claude-sonnet-5,,v1,2026-09-14T18:20:53,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P006,3474,no_xai,0,,0,4,No,0,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:20:54,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P006,2294,no_xai,1,,0,3,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:20:56,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,1453,no_xai,1,,0,9,Likely no,0,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:20:57,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
P006,1460,no_xai,0,,0,4,Yes,1,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:20:59,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,158,no_xai,1,,0,2,No,0,0,0,,,claude-sonnet-5,,v1,2026-09-14T18:21:00,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P006,8458,no_xai,1,,0,1,No,0,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:02,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P007,1453,concise,1,0,0,9,No,0,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:03,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P007,1460,concise,0,1,0,4,Yes,1,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:05,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P007,3474,concise,0,0,0,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:07,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P007,158,concise,1,1,1,2,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:08,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,8458,concise,1,1,0,1,No,0,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:10,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P007,2294,concise,1,1,1,3,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:11,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,6052,structured,0,0,1,2,Yes,1,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:13,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P007,479,structured,1,1,1,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:15,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:16,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,7696,structured,0,1,0,3,No,0,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:18,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P007,2293,structured,1,1,1,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:20,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,1096,structured,1,0,0,8,Likely no,0,0,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:21,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P007,1001,no_xai,1,,0,4,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:23,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P007,3590,no_xai,1,,0,1,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:25,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P007,151,no_xai,1,,0,2,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:26,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P007,1449,no_xai,0,,0,4,No,0,1,0,,,claude-sonnet-5,,v1,2026-09-14T18:21:28,"{""Q1.answer"":""No"",""Q2.usefulness"":null}"
P007,4533,no_xai,1,,0,4,No,0,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:29,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P007,6142,no_xai,0,,0,4,No,0,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:31,"{""Q1.answer"":""No"",""Q2.usefulness"":null}"
P008,1460,no_xai,0,,0,4,Yes,1,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:32,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,2294,no_xai,1,,1,3,Yes,1,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:35,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,8458,no_xai,1,,0,1,No,0,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:36,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P008,158,no_xai,1,,1,2,Likely no,0,0,0,,,claude-sonnet-5,,v1,2026-09-14T18:21:38,"{""Q1.answer"":""Likely no"",""Q2.usefulness"":null}"
P008,1453,no_xai,1,,0,9,No,0,1,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:39,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P008,3474,no_xai,0,,0,4,Likely no,0,0,1,,,claude-sonnet-5,,v1,2026-09-14T18:21:41,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
P008,479,concise,1,1,1,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:43,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P008,6052,concise,0,0,1,2,Likely yes,1,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:45,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P008,7696,concise,0,1,0,3,No,0,1,0,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:46,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P008,2293,concise,1,1,1,5,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:48,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P008,3475,concise,1,1,0,4,Yes,1,1,1,Very useful,4,claude-sonnet-5,,v1,2026-09-14T18:21:49,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P008,1096,concise,1,0,0,8,Likely no,0,0,0,Slightly useful,2,claude-sonnet-5,,v1,2026-09-14T18:21:51,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Slightly useful""}"
P008,3590,structured,1,1,0,1,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:53,"{""Q1.answer"":""Yes"",""Q2.usefulness"":""Moderately useful""}"
P008,6142,structured,0,1,0,4,No,0,0,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:56,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P008,1001,structured,1,0,0,4,Yes,1,1,1,Moderately useful,3,claude-sonnet-5,,v1,2026-09-14T18:21:57,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
