persona_id,item_id,condition,ai_answer_correct,explanation_correct,jurisdiction_match,num_statutes,answer_raw,answer_binary,human_accuracy,agreement,usefulness_raw,usefulness_num,model,temperature,prompt_version,timestamp,raw_response
P002,3474,structured,0,0,0,4,Likely no,0,0,1,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:20:38,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P002,3590,concise,1,1,0,1,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:20:44,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P002,4533,concise,1,1,1,4,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:20:47,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P002,6142,concise,0,1,0,4,No,0,0,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:20:56,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P002,1001,concise,1,0,0,4,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:20:56,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P002,1449,concise,0,0,0,4,Likely no,0,1,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:20:57,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P002,151,concise,1,0,0,2,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:13,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P002,6052,no_xai,0,,0,2,Yes,1,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:13,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,3475,no_xai,1,,0,4,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:25,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,479,no_xai,1,,0,5,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:25,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,1096,no_xai,1,,0,8,No,0,0,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:40,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P002,7696,no_xai,0,,0,3,No,0,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:43,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P002,2293,no_xai,1,,0,5,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:49,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,1001,no_xai,1,,0,4,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:57,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,1449,no_xai,0,,0,4,No,0,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:58,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P003,4533,no_xai,1,,1,4,No,0,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:21:58,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P003,6142,no_xai,0,,0,4,No,0,0,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:14,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P003,151,no_xai,1,,0,2,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:15,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,3590,no_xai,1,,0,1,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:20,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,1460,concise,0,1,0,4,Yes,1,0,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:28,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,8458,concise,1,1,1,1,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:29,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P003,158,concise,1,1,0,2,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:44,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,2294,concise,1,1,0,3,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:45,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,3474,concise,0,0,0,4,Likely no,0,0,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:22:46,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Very useful""}"
P003,1453,concise,1,0,0,9,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:09,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P003,479,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:10,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:26,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,2293,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:32,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,1096,structured,1,0,0,8,Likely no,0,0,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:45,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P003,6052,structured,0,0,0,2,No,0,0,1,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:46,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P003,7696,structured,0,1,0,3,No,0,1,0,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:51,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,6052,structured,0,0,0,2,No,0,0,1,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:23:52,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P004,1096,structured,1,0,0,8,Likely no,0,0,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:06,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P004,479,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:13,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:22,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,7696,structured,0,1,1,3,No,0,1,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:25,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P004,2293,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:32,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,4533,no_xai,1,,0,4,No,0,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:33,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P004,1449,no_xai,0,,0,4,Likely no,0,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:44,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
P004,3590,no_xai,1,,1,1,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:45,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,6142,no_xai,0,,0,4,No,0,0,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:55,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P004,151,no_xai,1,,0,2,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:55,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,1001,no_xai,1,,1,4,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:57,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,2294,concise,1,1,0,3,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:24:58,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,158,concise,1,1,0,2,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:25:23,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,1453,concise,1,0,0,9,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:25:36,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,1460,concise,0,1,0,4,Likely yes,1,0,1,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:25:42,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P004,8458,concise,1,1,0,1,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:25:45,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,3474,concise,0,0,0,4,Likely no,0,0,1,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:25:53,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P005,151,concise,1,0,0,2,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:25:55,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,4533,concise,1,1,0,4,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:00,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,6142,concise,0,1,0,4,No,0,0,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:09,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,1449,concise,0,0,0,4,Likely no,0,1,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:16,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P005,3590,concise,1,1,0,1,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:21,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,1001,concise,1,0,0,4,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:23,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,3474,structured,0,0,0,4,Likely yes,1,1,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:36,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P005,1460,structured,0,1,0,4,Yes,1,0,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:44,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,2294,structured,1,1,1,3,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:26:51,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,158,structured,1,1,1,2,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:04,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,8458,structured,1,1,0,1,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:07,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,1453,structured,1,0,0,9,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:20,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,7696,no_xai,0,,0,3,No,0,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:23,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P005,3475,no_xai,1,,0,4,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:32,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P005,2293,no_xai,1,,1,5,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:38,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P005,479,no_xai,1,,1,5,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:42,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P005,1096,no_xai,1,,0,8,No,0,0,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:54,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P005,6052,no_xai,0,,1,2,Yes,1,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:27:55,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,2293,concise,1,1,0,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:02,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,7696,concise,0,1,0,3,No,0,1,0,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:03,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P006,1096,concise,1,0,1,8,No,0,0,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:17,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P006,3475,concise,1,1,0,4,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:26,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,6052,concise,0,0,0,2,No,0,0,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:27,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P006,479,concise,1,1,0,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:33,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,4533,structured,1,1,0,4,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:34,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P006,6142,structured,0,1,1,4,No,0,0,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:47,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P006,3590,structured,1,1,0,1,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:52,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,151,structured,1,0,0,2,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:28:55,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,1001,structured,1,0,0,4,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:03,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,1449,structured,0,0,0,4,Likely no,0,1,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:03,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P006,3474,no_xai,0,,0,4,Yes,1,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:04,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,2294,no_xai,1,,0,3,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:22,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,1453,no_xai,1,,0,9,Likely no,0,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:35,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
P006,1460,no_xai,0,,0,4,Likely yes,1,0,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:41,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": null}"
P006,158,no_xai,1,,0,2,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:54,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,8458,no_xai,1,,0,1,No,0,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:29:55,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P007,1453,concise,1,0,0,9,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:09,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P007,1460,concise,0,1,0,4,Likely yes,1,0,1,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:18,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P007,3474,concise,0,0,0,4,Likely yes,1,1,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:24,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": ""Moderately useful""}"
P007,158,concise,1,1,1,2,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:38,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,8458,concise,1,1,0,1,No,0,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:41,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P007,2294,concise,1,1,1,3,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:42,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,6052,structured,0,0,1,2,No,0,0,1,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:48,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P007,479,structured,1,1,1,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:54,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:30:59,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,7696,structured,0,1,0,3,No,0,1,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:00,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P007,2293,structured,1,1,1,5,Yes,1,1,1,Very useful,4,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:08,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,1096,structured,1,0,0,8,Likely no,0,0,0,Moderately useful,3,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:27,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": ""Moderately useful""}"
P007,1001,no_xai,1,,0,4,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:35,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P007,3590,no_xai,1,,0,1,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:38,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P007,151,no_xai,1,,0,2,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:38,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P007,1449,no_xai,0,,0,4,Likely no,0,1,0,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:46,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
P007,4533,no_xai,1,,0,4,No,0,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:50,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P007,6142,no_xai,0,,0,4,No,0,0,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:31:58,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P008,1460,no_xai,0,,0,4,Likely yes,1,0,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:32:05,"{""Q1.answer"": ""Likely yes"", ""Q2.usefulness"": null}"
P008,2294,no_xai,1,,1,3,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:32:10,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,8458,no_xai,1,,0,1,No,0,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:32:13,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P008,158,no_xai,1,,1,2,Yes,1,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:32:25,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,1453,no_xai,1,,0,9,Likely no,0,1,1,,,gpt-4.1-2025-04-14,0.8,v1,2026-09-13T12:32:39,"{""Q1.answer"": ""Likely no"", ""Q2.usefulness"": null}"
