persona_id,item_id,condition,ai_answer_correct,explanation_correct,jurisdiction_match,num_statutes,answer_raw,answer_binary,human_accuracy,agreement,usefulness_raw,usefulness_num,model,temperature,prompt_version,timestamp,raw_response
P001,1449,no_xai,0,,0,4,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:44:31,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P001,3590,no_xai,1,,0,1,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:44:37,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P001,6052,structured,0,0,0,2,Yes,1,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:44:48,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P001,7696,structured,0,1,0,3,No,0,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:44:56,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P001,2293,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:45:02,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P001,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:45:09,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P001,479,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:45:17,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P001,1096,structured,1,0,0,8,No,0,0,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:45:26,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P002,1460,structured,0,1,0,4,No,0,1,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:45:39,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P002,1453,structured,1,0,0,9,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:45:50,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P002,158,structured,1,1,0,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:45:58,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P002,2294,structured,1,1,0,3,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:46:04,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P002,8458,structured,1,1,1,1,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:46:12,"{
  ""Q1.answer"": ""No"",
  ""Q2.usefulness"": ""Very useful""
}"
P002,3474,structured,0,0,0,4,Yes,1,1,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:46:20,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P002,3590,concise,1,1,0,1,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:46:26,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P002,4533,concise,1,1,1,4,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:46:34,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P002,6142,concise,0,1,0,4,Yes,1,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:46:47,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P002,1001,concise,1,0,0,4,Yes,1,1,1,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:46:56,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P002,1449,concise,0,0,0,4,No,0,1,0,Not useful,1,gemini-3.6-flash,,v1,2026-09-14T19:47:06,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Not useful""}"
P002,151,concise,1,0,0,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:47:13,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P002,6052,no_xai,0,,0,2,Yes,1,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:47:20,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,3475,no_xai,1,,0,4,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:47:27,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,479,no_xai,1,,0,5,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:47:34,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P002,1096,no_xai,1,,0,8,No,0,0,0,,,gemini-3.6-flash,,v1,2026-09-14T19:47:43,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P002,7696,no_xai,0,,0,3,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:47:51,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P002,2293,no_xai,1,,0,5,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:47:57,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P003,1001,no_xai,1,,0,4,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:48:04,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P003,1449,no_xai,0,,0,4,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:48:12,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P003,4533,no_xai,1,,1,4,No,0,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:48:19,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P003,6142,no_xai,0,,0,4,Yes,1,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:48:27,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P003,151,no_xai,1,,0,2,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:48:33,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P003,3590,no_xai,1,,0,1,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:48:40,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P003,1460,concise,0,1,0,4,No,0,1,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:48:50,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P003,8458,concise,1,1,1,1,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:48:56,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P003,158,concise,1,1,0,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:49:04,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,2294,concise,1,1,0,3,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:49:13,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P003,3474,concise,0,0,0,4,Yes,1,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:49:24,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,1453,concise,1,0,0,9,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:49:34,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P003,479,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:49:41,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P003,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:49:50,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P003,2293,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:49:57,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P003,1096,structured,1,0,0,8,No,0,0,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:50:08,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P003,6052,structured,0,0,0,2,No,0,0,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:50:17,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P003,7696,structured,0,1,0,3,No,0,1,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:50:24,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P004,6052,structured,0,0,0,2,Yes,1,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:50:35,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,1096,structured,1,0,0,8,No,0,0,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:50:43,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,479,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:50:51,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:50:59,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P004,7696,structured,0,1,1,3,No,0,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:51:07,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,2293,structured,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:51:15,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,4533,no_xai,1,,0,4,No,0,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:51:23,"{
  ""Q1.answer"": ""No"",
  ""Q2.usefulness"": null
}"
P004,1449,no_xai,0,,0,4,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:51:31,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P004,3590,no_xai,1,,1,1,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:51:37,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,6142,no_xai,0,,0,4,Yes,1,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:51:46,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P004,151,no_xai,1,,0,2,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:51:53,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,1001,no_xai,1,,1,4,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:52:00,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P004,2294,concise,1,1,0,3,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:52:07,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P004,158,concise,1,1,0,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:52:15,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,1453,concise,1,0,0,9,Yes,1,0,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:52:25,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P004,1460,concise,0,1,0,4,No,0,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:52:37,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,8458,concise,1,1,0,1,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:52:44,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P004,3474,concise,0,0,0,4,Yes,1,1,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:52:52,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Slightly useful""}"
P005,151,concise,1,0,0,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:52:58,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,4533,concise,1,1,0,4,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:53:05,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,6142,concise,0,1,0,4,Yes,1,1,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:53:13,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Slightly useful""}"
P005,1449,concise,0,0,0,4,No,0,1,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:53:22,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,3590,concise,1,1,0,1,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:53:28,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,1001,concise,1,0,0,4,Yes,1,1,1,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:53:41,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Moderately useful""
}"
P005,3474,structured,0,0,0,4,Yes,1,1,0,Not useful,1,gemini-3.6-flash,,v1,2026-09-14T19:53:49,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Not useful""}"
P005,1460,structured,0,1,0,4,No,0,1,0,Not useful,1,gemini-3.6-flash,,v1,2026-09-14T19:54:04,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Not useful""}"
P005,2294,structured,1,1,1,3,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:54:10,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,158,structured,1,1,1,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:54:18,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P005,8458,structured,1,1,0,1,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:54:25,"{
  ""Q1.answer"": ""No"",
  ""Q2.usefulness"": ""Very useful""
}"
P005,1453,structured,1,0,0,9,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:54:35,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P005,7696,no_xai,0,,0,3,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:54:41,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P005,3475,no_xai,1,,0,4,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:54:49,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P005,2293,no_xai,1,,1,5,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:54:55,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P005,479,no_xai,1,,1,5,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:55:01,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P005,1096,no_xai,1,,0,8,No,0,0,0,,,gemini-3.6-flash,,v1,2026-09-14T19:55:11,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P005,6052,no_xai,0,,1,2,Yes,1,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:55:18,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,2293,concise,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:55:25,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P006,7696,concise,0,1,0,3,No,0,1,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:55:33,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P006,1096,concise,1,0,1,8,No,0,0,0,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:55:46,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P006,3475,concise,1,1,0,4,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:55:54,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,6052,concise,0,0,0,2,No,0,0,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:56:02,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P006,479,concise,1,1,0,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:56:09,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,4533,structured,1,1,0,4,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:56:15,"{
  ""Q1.answer"": ""No"",
  ""Q2.usefulness"": ""Very useful""
}"
P006,6142,structured,0,1,1,4,Yes,1,1,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:56:24,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P006,3590,structured,1,1,0,1,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:56:31,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P006,151,structured,1,0,0,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:56:38,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P006,1001,structured,1,0,0,4,Yes,1,1,1,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:56:47,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P006,1449,structured,0,0,0,4,No,0,1,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:56:55,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P006,3474,no_xai,0,,0,4,Yes,1,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:57:03,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,2294,no_xai,1,,0,3,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:57:10,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,1453,no_xai,1,,0,9,No,0,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:57:20,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P006,1460,no_xai,0,,0,4,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:57:34,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P006,158,no_xai,1,,0,2,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:57:43,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P006,8458,no_xai,1,,0,1,No,0,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:57:49,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P007,1453,concise,1,0,0,9,Yes,1,0,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T19:58:01,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Moderately useful""}"
P007,1460,concise,0,1,0,4,No,0,1,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:58:16,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P007,3474,concise,0,0,0,4,Yes,1,1,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:58:25,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Slightly useful""}"
P007,158,concise,1,1,1,2,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:58:34,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P007,8458,concise,1,1,0,1,No,0,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:58:40,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P007,2294,concise,1,1,1,3,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:58:46,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,6052,structured,0,0,1,2,No,0,0,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:58:54,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P007,479,structured,1,1,1,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:59:01,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P007,3475,structured,1,1,0,4,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:59:09,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P007,7696,structured,0,1,0,3,No,0,1,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:59:18,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P007,2293,structured,1,1,1,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T19:59:24,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P007,1096,structured,1,0,0,8,No,0,0,0,Slightly useful,2,gemini-3.6-flash,,v1,2026-09-14T19:59:34,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Slightly useful""}"
P007,1001,no_xai,1,,0,4,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:59:40,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P007,3590,no_xai,1,,0,1,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:59:46,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P007,151,no_xai,1,,0,2,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T19:59:52,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": null
}"
P007,1449,no_xai,0,,0,4,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T19:59:59,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P007,4533,no_xai,1,,0,4,No,0,1,1,,,gemini-3.6-flash,,v1,2026-09-14T20:00:05,"{
  ""Q1.answer"": ""No"",
  ""Q2.usefulness"": null
}"
P007,6142,no_xai,0,,0,4,Yes,1,1,0,,,gemini-3.6-flash,,v1,2026-09-14T20:00:15,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,1460,no_xai,0,,0,4,No,0,1,0,,,gemini-3.6-flash,,v1,2026-09-14T20:00:30,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P008,2294,no_xai,1,,1,3,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T20:00:36,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,8458,no_xai,1,,0,1,No,0,1,1,,,gemini-3.6-flash,,v1,2026-09-14T20:00:44,"{
  ""Q1.answer"": ""No"",
  ""Q2.usefulness"": null
}"
P008,158,no_xai,1,,1,2,Yes,1,1,1,,,gemini-3.6-flash,,v1,2026-09-14T20:00:51,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,1453,no_xai,1,,0,9,No,0,1,1,,,gemini-3.6-flash,,v1,2026-09-14T20:01:01,"{""Q1.answer"": ""No"", ""Q2.usefulness"": null}"
P008,3474,no_xai,0,,0,4,Yes,1,1,0,,,gemini-3.6-flash,,v1,2026-09-14T20:01:09,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": null}"
P008,479,concise,1,1,1,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T20:01:16,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P008,6052,concise,0,0,1,2,No,0,0,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T20:01:24,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Very useful""}"
P008,7696,concise,0,1,0,3,No,0,1,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T20:01:32,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P008,2293,concise,1,1,1,5,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T20:01:38,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
P008,3475,concise,1,1,0,4,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T20:01:47,"{
  ""Q1.answer"": ""Yes"",
  ""Q2.usefulness"": ""Very useful""
}"
P008,1096,concise,1,0,0,8,No,0,0,0,Moderately useful,3,gemini-3.6-flash,,v1,2026-09-14T20:01:58,"{""Q1.answer"": ""No"", ""Q2.usefulness"": ""Moderately useful""}"
P008,3590,structured,1,1,0,1,Yes,1,1,1,Very useful,4,gemini-3.6-flash,,v1,2026-09-14T20:02:04,"{""Q1.answer"": ""Yes"", ""Q2.usefulness"": ""Very useful""}"
